Id,Tag
12047,inline method                                     
12048,extract method                                    
12049,move method                                       
12050,extract method                                    
12051,extract method                                    
12052,move class                                        
12053,move method                                       
12054,extract method                                    
12055,move attribute                                    
12056,extract method                                    
12057,inline method                                     
12058,extract method                                    
12059,extract method                                    
12060,extract method                                    
12061,extract method                                    
12062,push down method                                  
12063,push down attribute                               
12064,rename method                                     
12065,extract method                                    
12066,move attribute                                    
12067,rename method                                     
12068,rename method                                     
12069,move method                                       
12070,move attribute                                    
12071,extract method                                    
12072,rename class                                      
12073,rename method                                     
12074,move method                                       
12075,extract method                                    
12076,move attribute                                    
12077,rename method                                     
12078,rename method                                     
12079,pull up method                                    
12080,extract method                                    
12081,pull up attribute                                 
12082,rename method                                     
12083,extract method                                    
12084,rename method                                     
12085,rename class                                      
12086,move method                                       
12087,extract method                                    
12088,rename class                                      
12089,extract method                                    
12090,pull up attribute                                 
12091,extract method                                    
12092,rename method                                     
12093,move method                                       
12094,extract method                                    
12095,move attribute                                    
12096,move attribute                                    
12097,extract superclass                                
12098,extract method                                    
12099,rename method                                     
12100,extract method                                    
12101,rename method                                     
12102,extract method                                    
12103,inline method                                     
12104,extract superclass                                
12105,rename method                                     
12106,pull up method                                    
12107,move method                                       
12108,extract method                                    
12109,inline method                                     
12110,extract superclass                                
12111,rename method                                     
12112,pull up method                                    
12113,extract method                                    
12114,inline method                                     
12115,extract method                                    
12116,rename method                                     
12117,extract method                                    
12118,extract method                                    
12119,inline method                                     
12120,rename class                                      
12121,rename method                                     
12122,move class                                        
12123,move method                                       
12124,extract method                                    
12125,inline method                                     
12126,move attribute                                    
12127,extract method                                    
12128,rename class                                      
12129,move and rename class                             
12130,rename method                                     
12131,move and rename class                             
12132,move method                                       
12133,rename method                                     
12134,pull up method                                    
12135,pull up attribute                                 
12136,rename class                                      
12137,rename method                                     
12138,move attribute                                    
12139,rename class                                      
12140,rename method                                     
12141,move method                                       
12142,extract method                                    
12143,move method                                       
12144,extract method                                    
12145,extract method                                    
12146,pull up method                                    
12147,move method                                       
12148,extract method                                    
12149,pull up attribute                                 
12150,extract method                                    
12151,move attribute                                    
12152,rename method                                     
12153,move method                                       
12154,extract method                                    
12155,extract method                                    
12156,move class                                        
12157,move method                                       
12158,extract method                                    
12159,move attribute                                    
12160,rename method                                     
12161,rename method                                     
12162,push down method                                  
12163,move method                                       
12164,extract method                                    
12165,move method                                       
12166,extract interface                                 
12167,rename method                                     
12168,move attribute                                    
12169,rename class                                      
12170,rename method                                     
12171,pull up method                                    
12172,extract method                                    
12173,inline method                                     
12174,pull up attribute                                 
12175,extract method                                    
12176,rename method                                     
12177,extract method                                    
12178,rename method                                     
12179,extract superclass                                
12180,pull up method                                    
12181,move method                                       
12182,extract method                                    
12183,rename method                                     
12184,rename method                                     
12185,move and rename class                             
12186,move method                                       
12187,extract method                                    
12188,move class                                        
12189,move and rename class                             
12190,rename method                                     
12191,move method                                       
12192,move class                                        
12193,move method                                       
12194,move attribute                                    
12195,rename method                                     
12196,move method                                       
12197,extract method                                    
12198,extract interface                                 
12199,rename method                                     
12200,extract method                                    
12201,rename class                                      
12202,rename method                                     
12203,extract method                                    
12204,extract method                                    
12205,rename method                                     
12206,move method                                       
12207,extract method                                    
12208,move attribute                                    
12209,rename method                                     
12210,extract method                                    
12211,extract method                                    
12212,move attribute                                    
12213,move class                                        
12214,rename class                                      
12215,rename class                                      
12216,rename method                                     
12217,move method                                       
12218,extract method                                    
12219,inline method                                     
12220,move attribute                                    
12221,rename method                                     
12222,move method                                       
12223,move attribute                                    
12224,rename class                                      
12225,rename method                                     
12226,move method                                       
12227,extract method                                    
12228,inline method                                     
12229,rename class                                      
12230,rename method                                     
12231,move method                                       
12232,extract method                                    
12233,move attribute                                    
12234,move class                                        
12235,extract method                                    
12236,rename method                                     
12237,extract method                                    
12238,push down method                                  
12239,rename method                                     
12240,extract method                                    
12241,rename method                                     
12242,extract method                                    
12243,extract method                                    
12244,move method                                       
12245,rename method                                     
12246,extract method                                    
12247,push down attribute                               
12248,extract method                                    
12249,move method                                       
12250,move attribute                                    
12251,rename class                                      
12252,rename method                                     
12253,move method                                       
12254,extract method                                    
12255,move attribute                                    
12256,extract method                                    
12257,rename method                                     
12258,extract method                                    
12259,extract method                                    
12260,move method                                       
12261,move attribute                                    
12262,rename method                                     
12263,rename class                                      
12264,rename method                                     
12265,rename method                                     
12266,inline method                                     
12267,rename method                                     
12268,extract method                                    
12269,inline method                                     
12270,extract method                                    
12271,rename class                                      
12272,rename method                                     
12273,inline method                                     
12274,move attribute                                    
12275,rename method                                     
12276,extract method                                    
12277,move and rename class                             
12278,rename method                                     
12279,extract method                                    
12280,rename method                                     
12281,move class                                        
12282,move method                                       
12283,extract method                                    
12284,move attribute                                    
12285,rename method                                     
12286,move method                                       
12287,extract method                                    
12288,extract method                                    
12289,move attribute                                    
12290,move class                                        
12291,move method                                       
12292,extract method                                    
12293,move attribute                                    
12294,rename method                                     
12295,extract method                                    
12296,extract method                                    
12297,move attribute                                    
12298,rename method                                     
12299,move method                                       
12300,extract method                                    
12301,inline method                                     
12302,move attribute                                    
12303,pull up method                                    
12304,extract method                                    
12305,rename method                                     
12306,extract method                                    
12307,rename method                                     
12308,push down method                                  
12309,push down attribute                               
12310,extract method                                    
12311,extract method                                    
12312,inline method                                     
12313,move method                                       
12314,extract method                                    
12315,extract method                                    
12316,pull up attribute                                 
12317,rename method                                     
12318,move method                                       
12319,move attribute                                    
12320,rename method                                     
12321,extract method                                    
12322,extract method                                    
12323,move method                                       
12324,extract method                                    
12325,rename method                                     
12326,extract method                                    
12327,inline method                                     
12328,inline method                                     
12329,move class                                        
12330,rename class                                      
12331,push down method                                  
12332,push down attribute                               
12333,move method                                       
12334,move attribute                                    
12335,move class                                        
12336,extract method                                    
12337,rename class                                      
12338,rename method                                     
12339,move method                                       
12340,extract method                                    
12341,rename method                                     
12342,rename method                                     
12343,extract method                                    
12344,rename method                                     
12345,move method                                       
12346,extract method                                    
12347,move attribute                                    
12348,extract method                                    
12349,rename method                                     
12350,extract method                                    
12351,rename class                                      
12352,rename method                                     
12353,move method                                       
12354,move attribute                                    
12355,extract method                                    
12356,extract method                                    
12357,rename method                                     
12358,extract method                                    
12359,move method                                       
12360,extract method                                    
12361,rename method                                     
12362,rename method                                     
12363,extract method                                    
12364,move and rename class                             
12365,pull up method                                    
12366,extract method                                    
12367,extract method                                    
12368,rename method                                     
12369,extract method                                    
12370,rename method                                     
12371,extract method                                    
12372,extract method                                    
12373,extract method                                    
12374,extract method                                    
12375,move and rename class                             
12376,rename method                                     
12377,extract method                                    
12378,extract method                                    
12379,extract method                                    
12380,rename class                                      
12381,extract method                                    
12382,move class                                        
12383,rename method                                     
12384,extract method                                    
12385,move attribute                                    
12386,rename method                                     
12387,extract method                                    
12388,rename method                                     
12389,inline method                                     
12390,rename method                                     
12391,extract method                                    
12392,rename method                                     
12393,extract method                                    
12394,move attribute                                    
12395,rename method                                     
12396,extract method                                    
12397,move attribute                                    
12398,extract method                                    
12399,extract method                                    
12400,extract method                                    
12401,move and rename class                             
12402,move method                                       
12403,extract method                                    
12404,move attribute                                    
12405,rename method                                     
12406,move method                                       
12407,extract method                                    
12408,move attribute                                    
12409,move and rename class                             
12410,rename method                                     
12411,extract superclass                                
12412,extract method                                    
12413,inline method                                     
12414,rename class                                      
12415,rename method                                     
12416,move method                                       
12417,extract method                                    
12418,inline method                                     
12419,move attribute                                    
12420,rename class                                      
12421,extract method                                    
12422,rename method                                     
12423,move method                                       
12424,extract method                                    
12425,move attribute                                    
12426,pull up method                                    
12427,move method                                       
12428,extract method                                    
12429,pull up attribute                                 
12430,move attribute                                    
12431,extract method                                    
12432,move attribute                                    
12433,move method                                       
12434,rename method                                     
12435,inline method                                     
12436,extract method                                    
12437,inline method                                     
12438,move class                                        
12439,pull up method                                    
12440,move method                                       
12441,pull up attribute                                 
12442,move attribute                                    
12443,rename class                                      
12444,move method                                       
12445,move attribute                                    
12446,extract method                                    
12447,rename method                                     
12448,extract method                                    
12449,pull up attribute                                 
12450,move attribute                                    
12451,extract interface                                 
12452,move method                                       
12453,extract method                                    
12454,move attribute                                    
12455,extract method                                    
12456,rename method                                     
12457,pull up method                                    
12458,move method                                       
12459,extract method                                    
12460,inline method                                     
12461,extract method                                    
12462,extract method                                    
12463,move class                                        
12464,rename class                                      
12465,rename method                                     
12466,move method                                       
12467,extract method                                    
12468,inline method                                     
12469,move attribute                                    
12470,extract method                                    
12471,rename method                                     
12472,rename method                                     
12473,extract method                                    
12474,extract method                                    
12475,rename class                                      
12476,rename method                                     
12477,move method                                       
12478,extract method                                    
12479,rename class                                      
12480,rename method                                     
12481,pull up method                                    
12482,move method                                       
12483,pull up attribute                                 
12484,move attribute                                    
12485,extract method                                    
12486,rename method                                     
12487,move method                                       
12488,rename method                                     
12489,rename method                                     
12490,move method                                       
12491,rename method                                     
12492,rename method                                     
12493,move method                                       
12494,extract method                                    
12495,pull up attribute                                 
12496,extract method                                    
12497,inline method                                     
12498,extract method                                    
12499,inline method                                     
12500,rename class                                      
12501,move class                                        
12502,rename method                                     
12503,move method                                       
12504,extract method                                    
12505,move attribute                                    
12506,move class                                        
12507,rename method                                     
12508,move method                                       
12509,extract method                                    
12510,inline method                                     
12511,move attribute                                    
12512,extract method                                    
12513,inline method                                     
12514,extract interface                                 
12515,move method                                       
12516,extract method                                    
12517,inline method                                     
12518,move attribute                                    
12519,extract method                                    
12520,move class                                        
12521,rename method                                     
12522,move method                                       
12523,move attribute                                    
12524,move class                                        
12525,extract method                                    
12526,move and rename class                             
12527,rename method                                     
12528,move method                                       
12529,extract method                                    
12530,move attribute                                    
12531,rename method                                     
12532,pull up method                                    
12533,extract method                                    
12534,pull up attribute                                 
12535,rename method                                     
12536,push down method                                  
12537,move method                                       
12538,extract method                                    
12539,push down attribute                               
12540,move attribute                                    
12541,rename method                                     
12542,inline method                                     
12543,rename class                                      
12544,move class                                        
12545,move method                                       
12546,extract method                                    
12547,inline method                                     
12548,move attribute                                    
12549,move class                                        
12550,rename method                                     
12551,move method                                       
12552,extract method                                    
12553,move attribute                                    
12554,extract method                                    
12555,extract method                                    
12556,move class                                        
12557,rename method                                     
12558,extract method                                    
12559,extract superclass                                
12560,rename method                                     
12561,extract method                                    
12562,inline method                                     
12563,extract method                                    
12564,extract method                                    
12565,move method                                       
12566,move attribute                                    
12567,rename method                                     
12568,pull up method                                    
12569,rename method                                     
12570,rename method                                     
12571,move class                                        
12572,extract method                                    
12573,extract method                                    
12574,pull up method                                    
12575,pull up attribute                                 
12576,move method                                       
12577,extract method                                    
12578,rename method                                     
12579,extract method                                    
12580,move attribute                                    
12581,rename method                                     
12582,extract method                                    
12583,rename class                                      
12584,rename method                                     
12585,extract method                                    
12586,extract method                                    
12587,rename method                                     
12588,extract method                                    
12589,rename method                                     
12590,extract method                                    
12591,rename method                                     
12592,rename method                                     
12593,move method                                       
12594,extract method                                    
12595,move attribute                                    
12596,rename method                                     
12597,extract method                                    
12598,extract method                                    
12599,inline method                                     
12600,rename class                                      
12601,rename method                                     
12602,extract method                                    
12603,extract method                                    
12604,extract method                                    
12605,rename method                                     
12606,move method                                       
12607,move attribute                                    
12608,rename method                                     
12609,move method                                       
12610,extract method                                    
12611,inline method                                     
12612,move attribute                                    
12613,pull up method                                    
12614,rename class                                      
12615,rename method                                     
12616,move method                                       
12617,extract method                                    
12618,extract method                                    
12619,extract method                                    
12620,extract method                                    
12621,rename method                                     
12622,extract method                                    
12623,move method                                       
12624,move class                                        
12625,move method                                       
12626,rename method                                     
12627,extract method                                    
12628,extract method                                    
12629,extract method                                    
12630,move attribute                                    
12631,extract method                                    
12632,move attribute                                    
12633,pull up method                                    
12634,extract method                                    
12635,extract method                                    
12636,extract method                                    
12637,rename class                                      
12638,extract superclass                                
12639,rename method                                     
12640,move method                                       
12641,extract method                                    
12642,move attribute                                    
12643,extract method                                    
12644,extract method                                    
12645,move method                                       
12646,move attribute                                    
12647,move class                                        
12648,pull up method                                    
12649,pull up attribute                                 
12650,extract method                                    
12651,extract method                                    
12652,rename method                                     
12653,extract method                                    
12654,rename method                                     
12655,rename method                                     
12656,rename method                                     
12657,rename method                                     
12658,rename method                                     
12659,extract method                                    
12660,rename method                                     
12661,extract method                                    
12662,rename method                                     
12663,rename method                                     
12664,rename method                                     
12665,extract method                                    
12666,rename method                                     
12667,extract method                                    
12668,rename method                                     
12669,extract method                                    
12670,move class                                        
12671,rename method                                     
12672,move method                                       
12673,move attribute                                    
12674,rename class                                      
12675,move and rename class                             
12676,rename class                                      
12677,move method                                       
12678,move attribute                                    
12679,rename class                                      
12680,move and rename class                             
12681,rename method                                     
12682,rename method                                     
12683,rename class                                      
12684,rename class                                      
12685,move class                                        
12686,move method                                       
12687,move attribute                                    
12688,rename class                                      
12689,move and rename class                             
12690,rename class                                      
12691,rename class                                      
12692,move and rename class                             
12693,move class                                        
12694,move method                                       
12695,move attribute                                    
12696,rename method                                     
12697,rename method                                     
12698,rename method                                     
12699,rename method                                     
12700,rename method                                     
12701,rename method                                     
12702,rename method                                     
12703,rename method                                     
12704,extract method                                    
12705,move class                                        
12706,move method                                       
12707,rename class                                      
12708,rename class                                      
12709,rename method                                     
12710,move method                                       
12711,extract method                                    
12712,inline method                                     
12713,move attribute                                    
12714,rename class                                      
12715,push down method                                  
12716,push down attribute                               
12717,rename class                                      
12718,push down method                                  
12719,push down attribute                               
12720,move attribute                                    
12721,rename class                                      
12722,push down method                                  
12723,push down attribute                               
12724,move attribute                                    
12725,rename class                                      
12726,push down method                                  
12727,push down attribute                               
12728,move attribute                                    
12729,rename method                                     
12730,extract method                                    
12731,extract method                                    
12732,extract method                                    
12733,rename class                                      
12734,rename method                                     
12735,extract method                                    
12736,rename class                                      
12737,rename method                                     
12738,extract method                                    
12739,extract method                                    
12740,extract method                                    
12741,extract method                                    
12742,extract method                                    
12743,rename method                                     
12744,rename method                                     
12745,move method                                       
12746,extract method                                    
12747,inline method                                     
12748,move attribute                                    
12749,rename class                                      
12750,rename method                                     
12751,rename method                                     
12752,rename class                                      
12753,rename method                                     
12754,rename method                                     
12755,extract method                                    
12756,inline method                                     
12757,rename method                                     
12758,rename method                                     
12759,rename class                                      
12760,rename class                                      
12761,rename method                                     
12762,move class                                        
12763,pull up method                                    
12764,move method                                       
12765,move method                                       
12766,move attribute                                    
12767,move attribute                                    
12768,move method                                       
12769,move and rename class                             
12770,move and rename class                             
12771,move and rename class                             
12772,move and rename class                             
12773,move method                                       
12774,move and rename class                             
12775,move and rename class                             
12776,move and rename class                             
12777,move and rename class                             
12778,move and rename class                             
12779,rename class                                      
12780,move and rename class                             
12781,move and rename class                             
12782,move and rename class                             
12783,move and rename class                             
12784,rename class                                      
12785,move and rename class                             
12786,extract method                                    
12787,extract method                                    
12788,extract method                                    
12789,extract method                                    
12790,move and rename class                             
12791,move method                                       
12792,extract method                                    
12793,move class                                        
12794,move method                                       
12795,extract method                                    
12796,extract method                                    
12797,extract method                                    
12798,inline method                                     
12799,rename method                                     
12800,move method                                       
12801,inline method                                     
12802,rename method                                     
12803,push down method                                  
12804,rename class                                      
12805,rename method                                     
12806,move method                                       
12807,rename method                                     
12808,extract method                                    
12809,extract method                                    
12810,rename method                                     
12811,move method                                       
12812,inline method                                     
12813,extract superclass                                
12814,extract method                                    
12815,move method                                       
12816,rename method                                     
12817,extract method                                    
12818,rename method                                     
12819,extract method                                    
12820,inline method                                     
12821,rename method                                     
12822,extract method                                    
